index,id,title_len,type,description ,release_year,runtime,imdb_score,theme,actor,movies_shows_by_year 
4325,540277,13,Movie,"Natalia Oreiro's story is absolutely unique. She is the only performer from Rio de la Plata and one of the very few Latin American performers who, despite language and cultural barriers, has become a popular symbol in such different countries as Czech Republic, Poland, Russia and Israel, This film is an attempt to uncover the phenomenon.",2020,83,6.4,Drama,Natalia Oreiro,437
4329,475254,22,Movie,"In this omnibus, 11 Bangladeshi filmmakers create a love letter to the city of Dhaka. From young girls looking for a drink in a dry town to a bank scammer's attempted murder to a plumber creating a refugee crisis, the city co-stars every time.",2019,134,6.9,Romance,Nusrat Imrose Tisha,506
4330,878495,27,Movie,"Kambili Maduka, is an irresponsible, spoiled, spendthrift 28-year-old woman who is turning 29 in a few days. The only thing on her mind is to get married before she turns 30. However, after getting suspended from work due to her incessant lateness, she goes on a date with her boyfriend and he breaks up with her, dashing her hopes of getting married before 30. She decides that what she needs to do is prove to her boyfriend that she can be everything he wants her to be which is; responsible, driven, focused and wife material.",2020,119,6.6,Romance,Nancy Isime,437
4331,478962,6,Movie,The journey of a woman who overcomes her personal anguish to help deliver justice to another woman trapped in a web of deceit and deception.,2019,117,6.6,Adventure,Smita Tambe,506
4334,814953,21,Movie,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule.,2019,181,6.9,Romance,Iqbaal Dhiafakhri Ramadhan,506
4336,935993,16,Movie,"A group of former high school pals who see their friendship put to test amid their struggles with love, marriage and careers.",2020,122,7.1,Romance,Ming-Shuai Shih,437
4337,848444,19,Movie,"Danah, a Saudi girl with a passion for artificial intelligence embark on a journey to create good in the world using robotics. Meanwhile, three friends Saad, Saltooh and Kalb hit rock bottom and go on a journey of their own to prove themselves to society by becoming crime fighting superheroes.",2020,112,5.9,Romance,Abdulaziz Alshehri,437
4338,882606,18,Movie,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them.",2019,102,7.2,Family,Nivedhithaa Sathish,506
4342,213071,29,Show,Thai Horro Drama.,2019,46,5.5,Drama,Ploy Cherman,506
4344,980439,40,Movie,"The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster.",2020,25,5.9,Family,Andy Abbott,437
4345,678035,17,Movie,"Naji decides with his friends to go on holiday to a mountainous region, they face many funny and strange comedy situations ,but unexpected moment happened turned their funny journey to horror, fear and mystery.",2019,95,5.0,Comedy,Mohamed Alkendi,506
4346,846630,13,Movie,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.",2020,115,6.3,Action,Panji Zoni,437
4349,894241,56,Movie,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",2020,67,6.2,Comedy,Kenny Sebastian,437
4352,977184,31,Movie,"When a familiar-looking stranger crashes in without a memory, cory helps him remember the magic of Christmas to save the holiday for everyone",2020,21,6.3,Fantasy,Alan C. Lim,437
4355,925702,24,Movie,"Chef AndrÃ© Chiang is returning his Michelin stars, and has publicly declared that he is returning to his roots after 30 years. What would make him do so? How does the perfectionist define success? What haunts him at night?  Following Chef AndrÃ© weeks before he officially closes his restaurant, we chart his emotional journey, and dive into nostalgic elements of his life. From how he first fell in love with cooking as a result of his motherâ€™s influence, to the challenges that he faced when he first learnt cooking in France, we tell the story of a passionate and determined individual, now ready for the next season of his life.",2020,104,6.6,Drama,Andr√© Chiang,437
4357,1000551,14,Movie,A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.,2020,106,5.2,Romance,Ini Dima-Okojie,437
4358,981675,45,Movie,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand - and some monster magic - to get every gift out on time.",2020,24,4.5,Horror,Asia Mattu,437
4359,460199,18,Movie,"High End Yaariyaan is a tale of 3 friends Ranjit Bawa, Jassie Gill, and Ninja who lives abroad. The story narrates how their friendship has evolved over a period of time and the struggles they each go through while living away from their homeland.",2019,140,5.8,Drama,Jassie Gill,506
4361,816983,10,Movie,"While being relentlessly attacked, a Man seeks to uncover a mystery and stop the unknown memories that are controlling him, only to learn the difference between reality and illusions.",2019,95,5.0,Mystery,Jassim Al-Nabhan,506
4366,944307,14,Movie,"Metin AkpÄ±nar has not been on the theater stage since 1992. In addition to TV series and movies, new generations were able to meet him with DevekuÅŸu Kabare's six plays that could be recorded. As if it was written today, those who watched had a taste of his unique acting in current plays. It was an acting that accompanied his talent and his intellectual background. ""I'm Glad I Did"", when transferring through the years Metin Akpinar he brought his own narrative, on the other hand, offers a different approach to Turkey's recent history, leaving an archive for the future by refreshing memory.",2020,123,8.4,Sci-Fi,Tilbe Saran,437
4367,510525,8,Movie,"RK Nagar is an upcoming Indian Tamil comedy film, written and directed by Saravana Rajan. The film features Vaibhav and Sana Althaf in the lead roles, while Sampath Raj plays a supporting role.",2019,110,5.1,Comedy,Vaibhav Reddy,506
4368,235916,9,Show,"Rising India-based comics Prashasti Singh, Kaneez Surka, Supriya Joshi, and Niveditha Prakasam bring no-holds-barred humor to this stand up series",2020,17,4.3,Comedy,Supriya Joshi,437
4369,269280,16,Show,"The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.",2020,51,5.6,Horror,Shona Ferguson,437
4370,472231,19,Movie,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",2019,95,7.0,Family,Rano Karno,506
4373,255823,22,Show,"A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancÃ©e's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown.",2020,26,5.6,Family,Kathryn Bernardo,437
4377,215869,18,Show,An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?,2019,40,5.6,Adventure,PJ Madam,506
4378,234505,14,Show,"French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.",2020,51,6.2,Comedy,Fary,437
4379,530822,33,Movie,"Explore the life of Carlos Almaraz, a Chicano activist, sexual outlaw, and visionary painter of some of the most unforgettable images of Southern California.",2019,82,7.5,Drama,Zack De La Rocha,506
4381,816432,11,Movie,"The story revolves around a young man, Vikram, who is a fashion prodigy. The story is layered with a murder in town.",2019,137,5.4,Drama,Neil Nitin Mukesh,506
4386,454431,18,Movie,"A billboard wreaks havock in a Hong Kong family life. The Lo family live in an old  flat in the middle of a noisy neighborhood: father, mother, unemployed son, teenage daughter and his elderly, disabled father. Now a billboard is blocking their view and their already chaotic life becomes sheer madness.",2019,92,5.9,Drama,Louis Koo,506
4387,446480,15,Movie,"After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village.",2019,110,7.8,Drama,Ringgo Agus Rahman,506
4388,879556,29,Movie,Stand up comedy special featuring David A. Arnold.,2020,60,7.4,Comedy,David A. Arnold,437
4389,454338,14,Movie,"Christine an Art Studies major student at University of the Philippines Diliman a smart and very ambitious who is in a relationship with a Biology student at University of Santo Tomas, Raf a very total opposite character of Christine.",2019,103,6.8,Drama,Liza Soberano,506
4391,471802,10,Movie,"This story is about young boys who have capabilities of playing KABADDI but the society is against them, they took this as challenge and their journey starts from here. Boys went out of the box after facing hardship and being discouraged from their guru and parents to win hearts of people. To feel the thrill, motivation, entertainment, comedy, sportsmanship; come and watch movie along with your family and friends.",2019,128,7.4,Comedy,Mangesh Kanthale,506
